P-xcor,P-ycor,patch ID,Block ID,Species,Number in yard
45,24,45_24,1202,species167,11
45,24,45_24,1202,species367,3
45,24,45_24,1202,species323,4
45,24,45_24,1202,species46,10
45,24,45_24,1202,species228,11
45,24,45_24,1202,species226,4
45,24,45_24,1202,species130,4
45,24,45_24,1202,species59,1
45,24,45_24,1202,species331,9
45,24,45_24,1202,species371,6
45,24,45_24,1202,species166,6
45,24,45_24,1202,species164,5
45,24,45_24,1202,species308,1
32,47,32_47,2301,species44,9
32,47,32_47,2301,species350,1
32,47,32_47,2301,species260,4
32,47,32_47,2301,species153,8
32,47,32_47,2301,species119,5
32,47,32_47,2301,species3,7
32,47,32_47,2301,species391,11
32,47,32_47,2301,species130,11
32,47,32_47,2301,species164,11
32,47,32_47,2301,species227,11
32,47,32_47,2301,species291,3
32,47,32_47,2301,species374,10
32,47,32_47,2301,species59,2
32,47,32_47,2301,species159,8
32,47,32_47,2301,species331,11
32,47,32_47,2301,species371,5
32,47,32_47,2301,species166,4
31,80,31_80,4001,species350,11
31,80,31_80,4001,species92,1
31,80,31_80,4001,species150,5
31,80,31_80,4001,species119,11
31,80,31_80,4001,species391,1
31,80,31_80,4001,species52,6
31,80,31_80,4001,species291,1
31,80,31_80,4001,species159,2
31,80,31_80,4001,species371,9
31,80,31_80,4001,species166,10
10,88,10_88,4400,species291,1
10,88,10_88,4400,species237,10
10,88,10_88,4400,species159,5
10,88,10_88,4400,species166,3
10,88,10_88,4400,species331,8
10,88,10_88,4400,species371,6
10,88,10_88,4400,species295,4
10,88,10_88,4400,species52,1
10,88,10_88,4400,species308,4
10,88,10_88,4400,species59,2
10,88,10_88,4400,species368,1
83,19,83_19,904,species291,3
83,19,83_19,904,species166,3
83,19,83_19,904,species159,3
83,19,83_19,904,species371,4
83,19,83_19,904,species331,2
83,19,83_19,904,species303,5
83,19,83_19,904,species59,5
83,19,83_19,904,species295,10
83,19,83_19,904,species49,8
16,36,16_36,1800,species323,10
16,36,16_36,1800,species29,3
16,36,16_36,1800,species150,9
16,36,16_36,1800,species49,4
16,36,16_36,1800,species249,2
16,36,16_36,1800,species129,10
16,36,16_36,1800,species59,5
16,36,16_36,1800,species159,8
16,36,16_36,1800,species371,3
27,21,27_21,1001,species166,5
27,21,27_21,1001,species331,6
27,21,27_21,1001,species371,2
27,21,27_21,1001,species227,6
27,21,27_21,1001,species159,7
27,21,27_21,1001,species295,2
27,25,27_25,1201,species146,1
27,25,27_25,1201,species290,4
27,25,27_25,1201,species248,9
27,25,27_25,1201,species249,3
27,25,27_25,1201,species172,2
27,25,27_25,1201,species288,5
27,25,27_25,1201,species52,4
27,25,27_25,1201,species129,3
27,25,27_25,1201,species371,2
74,51,74_51,2503,species323,1
74,51,74_51,2503,species175,10
74,51,74_51,2503,species391,2
74,51,74_51,2503,species303,11
74,51,74_51,2503,species331,6
74,51,74_51,2503,species371,9
74,51,74_51,2503,species166,2
74,51,74_51,2503,species295,9
11,89,11_89,4400,species170,9
11,89,11_89,4400,species242,5
11,89,11_89,4400,species306,5
11,89,11_89,4400,species61,11
11,89,11_89,4400,species228,7
11,89,11_89,4400,species368,9
11,89,11_89,4400,species391,6
11,89,11_89,4400,species49,5
11,89,11_89,4400,species308,11
11,89,11_89,4400,species288,3
11,89,11_89,4400,species52,10
11,89,11_89,4400,species59,6
11,89,11_89,4400,species295,10
11,89,11_89,4400,species159,3
11,89,11_89,4400,species331,3
11,89,11_89,4400,species371,11
11,89,11_89,4400,species166,2
29,17,29_17,801,species166,1
29,17,29_17,801,species59,8
29,17,29_17,801,species371,2
29,17,29_17,801,species331,8
29,17,29_17,801,species172,1
63,27,63_27,1303,species276,5
63,27,63_27,1303,species249,6
63,27,63_27,1303,species291,1
63,27,63_27,1303,species166,6
63,27,63_27,1303,species371,8
63,27,63_27,1303,species59,6
63,27,63_27,1303,species331,6
63,27,63_27,1303,species159,3
63,27,63_27,1303,species237,7
75,37,75_37,1803,species166,8
75,37,75_37,1803,species371,10
75,37,75_37,1803,species159,9
75,37,75_37,1803,species59,9
75,37,75_37,1803,species295,11
75,37,75_37,1803,species374,8
75,37,75_37,1803,species130,11
6,7,6_7,300,species332,2
6,7,6_7,300,species231,11
6,7,6_7,300,species371,4
6,7,6_7,300,species166,3
6,7,6_7,300,species295,4
73,98,73_98,4903,species230,8
73,98,73_98,4903,species59,9
73,98,73_98,4903,species159,1
73,98,73_98,4903,species166,1
73,98,73_98,4903,species371,5
73,98,73_98,4903,species331,4
73,98,73_98,4903,species288,9
73,98,73_98,4903,species49,7
73,98,73_98,4903,species391,9
68,72,68_72,3603,species153,2
68,72,68_72,3603,species161,5
68,72,68_72,3603,species49,2
68,72,68_72,3603,species164,3
68,72,68_72,3603,species371,8
68,72,68_72,3603,species166,8
68,72,68_72,3603,species331,6
68,72,68_72,3603,species288,11
68,72,68_72,3603,species129,11
68,72,68_72,3603,species52,6
94,47,94_47,2304,species243,2
94,47,94_47,2304,species177,1
94,47,94_47,2304,species333,11
94,47,94_47,2304,species328,11
94,47,94_47,2304,species324,8
94,47,94_47,2304,species153,5
94,47,94_47,2304,species175,2
94,47,94_47,2304,species288,8
94,47,94_47,2304,species237,2
94,47,94_47,2304,species371,7
94,47,94_47,2304,species166,11
94,47,94_47,2304,species295,1
69,70,69_70,3503,species11,10
69,70,69_70,3503,species260,10
69,70,69_70,3503,species164,7
69,70,69_70,3503,species59,3
69,70,69_70,3503,species166,7
69,70,69_70,3503,species331,9
69,70,69_70,3503,species371,10
69,70,69_70,3503,species159,9
69,70,69_70,3503,species288,11
69,70,69_70,3503,species374,3
60,40,60_40,2003,species309,11
60,40,60_40,2003,species397,8
60,40,60_40,2003,species226,2
60,40,60_40,2003,species3,5
60,40,60_40,2003,species166,3
60,40,60_40,2003,species371,10
60,40,60_40,2003,species331,8
71,15,71_15,703,species367,9
71,15,71_15,703,species81,9
