P-xcor,P-ycor,patch ID,Block ID,Species,Number in yard
61,80,61_80,4003,species166,2
41,3,41_3,102,species324,1
41,3,41_3,102,species302,11
41,3,41_3,102,species331,5
41,3,41_3,102,species295,5
41,3,41_3,102,species59,8
83,81,83_81,4004,species15,7
83,81,83_81,4004,species52,11
83,81,83_81,4004,species166,2
83,81,83_81,4004,species371,4
83,81,83_81,4004,species46,6
83,81,83_81,4004,species374,2
83,81,83_81,4004,species237,4
83,81,83_81,4004,species159,11
12,30,12_30,1500,species144,4
12,30,12_30,1500,species143,4
12,30,12_30,1500,species115,7
12,30,12_30,1500,species251,4
12,30,12_30,1500,species150,6
12,30,12_30,1500,species171,2
12,30,12_30,1500,species266,2
12,30,12_30,1500,species249,1
12,30,12_30,1500,species172,8
12,30,12_30,1500,species288,2
12,30,12_30,1500,species291,5
12,30,12_30,1500,species159,5
12,30,12_30,1500,species371,4
12,30,12_30,1500,species166,7
84,71,84_71,3504,species260,3
84,71,84_71,3504,species171,7
84,71,84_71,3504,species266,1
84,71,84_71,3504,species249,7
84,71,84_71,3504,species172,7
84,71,84_71,3504,species52,6
84,71,84_71,3504,species227,3
84,71,84_71,3504,species291,1
84,71,84_71,3504,species374,2
84,71,84_71,3504,species295,2
84,71,84_71,3504,species331,2
84,71,84_71,3504,species371,11
84,71,84_71,3504,species166,1
72,32,72_32,1603,species166,4
72,32,72_32,1603,species130,3
72,32,72_32,1603,species371,10
72,32,72_32,1603,species81,8
72,32,72_32,1603,species159,9
72,32,72_32,1603,species227,5
72,32,72_32,1603,species331,2
72,32,72_32,1603,species59,6
6,80,6_80,4000,species96,2
6,80,6_80,4000,species23,6
6,80,6_80,4000,species276,1
6,80,6_80,4000,species324,1
6,80,6_80,4000,species391,7
6,80,6_80,4000,species249,10
6,80,6_80,4000,species172,9
6,80,6_80,4000,species227,5
6,80,6_80,4000,species374,6
6,80,6_80,4000,species371,2
6,80,6_80,4000,species166,3
64,64,64_64,3203,species343,6
64,64,64_64,3203,species226,4
64,64,64_64,3203,species368,2
64,64,64_64,3203,species130,1
64,64,64_64,3203,species308,8
64,64,64_64,3203,species303,7
64,64,64_64,3203,species164,7
64,64,64_64,3203,species288,5
64,64,64_64,3203,species291,4
64,64,64_64,3203,species295,4
64,64,64_64,3203,species159,4
64,64,64_64,3203,species371,6
64,64,64_64,3203,species166,9
57,45,57_45,2202,species166,11
57,45,57_45,2202,species295,1
57,45,57_45,2202,species130,2
57,45,57_45,2202,species29,11
57,45,57_45,2202,species308,6
57,45,57_45,2202,species331,8
57,45,57_45,2202,species371,9
57,45,57_45,2202,species144,3
57,45,57_45,2202,species316,5
57,45,57_45,2202,species59,2
33,63,33_63,3101,species324,3
33,63,33_63,3101,species159,5
33,63,33_63,3101,species371,3
33,63,33_63,3101,species166,5
33,63,33_63,3101,species288,1
33,63,33_63,3101,species59,7
33,63,33_63,3101,species130,3
81,36,81_36,1804,species166,8
81,36,81_36,1804,species260,11
81,36,81_36,1804,species249,1
81,36,81_36,1804,species159,9
81,36,81_36,1804,species227,10
3,72,3_72,3600,species166,8
3,72,3_72,3600,species59,3
3,72,3_72,3600,species49,5
3,72,3_72,3600,species249,2
3,72,3_72,3600,species371,11
90,4,90_4,204,species371,5
90,4,90_4,204,species166,11
90,4,90_4,204,species25,4
90,4,90_4,204,species227,3
27,10,27_10,501,species166,5
27,10,27_10,501,species331,11
27,10,27_10,501,species237,6
27,10,27_10,501,species368,3
27,10,27_10,501,species59,1
27,10,27_10,501,species343,10
27,10,27_10,501,species3,4
27,10,27_10,501,species291,8
88,47,88_47,2304,species81,2
88,47,88_47,2304,species172,10
88,47,88_47,2304,species374,1
88,47,88_47,2304,species166,4
88,47,88_47,2304,species164,11
88,47,88_47,2304,species266,6
88,47,88_47,2304,species129,9
88,47,88_47,2304,species331,2
88,47,88_47,2304,species371,9
19,23,19_23,1100,species328,11
19,23,19_23,1100,species175,3
19,23,19_23,1100,species49,8
19,23,19_23,1100,species227,5
19,23,19_23,1100,species374,1
19,23,19_23,1100,species159,8
19,23,19_23,1100,species331,10
19,23,19_23,1100,species371,2
19,23,19_23,1100,species166,8
19,23,19_23,1100,species129,5
40,12,40_12,602,species52,11
40,12,40_12,602,species371,5
40,12,40_12,602,species227,9
40,12,40_12,602,species249,5
40,12,40_12,602,species159,11
40,12,40_12,602,species308,3
40,12,40_12,602,species129,1
40,12,40_12,602,species303,8
40,12,40_12,602,species288,6
40,12,40_12,602,species59,11
35,2,35_2,101,species298,5
35,2,35_2,101,species226,5
35,2,35_2,101,species391,4
35,2,35_2,101,species49,6
35,2,35_2,101,species172,10
35,2,35_2,101,species52,4
35,2,35_2,101,species291,9
35,2,35_2,101,species129,10
35,2,35_2,101,species166,10
69,63,69_63,3103,species290,10
69,63,69_63,3103,species226,9
69,63,69_63,3103,species391,3
69,63,69_63,3103,species49,5
69,63,69_63,3103,species303,5
69,63,69_63,3103,species159,4
69,63,69_63,3103,species371,5
69,63,69_63,3103,species166,8
69,63,69_63,3103,species59,2
69,63,69_63,3103,species308,3
69,63,69_63,3103,species164,1
39,17,39_17,801,species46,2
39,17,39_17,801,species266,3
39,17,39_17,801,species129,3
39,17,39_17,801,species371,4
39,17,39_17,801,species303,1
39,17,39_17,801,species331,7
39,17,39_17,801,species52,6
39,17,39_17,801,species166,9
39,17,39_17,801,species295,5
42,83,42_83,4102,species175,6
42,83,42_83,4102,species159,8
42,83,42_83,4102,species130,2
42,83,42_83,4102,species49,1
42,83,42_83,4102,species323,3
42,83,42_83,4102,species59,8
42,83,42_83,4102,species166,3
42,83,42_83,4102,species371,7
42,83,42_83,4102,species28,2
42,83,42_83,4102,species392,3
42,83,42_83,4102,species249,7
42,83,42_83,4102,species129,7
42,83,42_83,4102,species260,3
97,2,97_2,104,species115,5
97,2,97_2,104,species119,10
97,2,97_2,104,species249,5
97,2,97_2,104,species371,7
97,2,97_2,104,species166,8
97,2,97_2,104,species291,4
97,2,97_2,104,species303,8
97,2,97_2,104,species59,11
97,2,97_2,104,species237,9
97,2,97_2,104,species130,3
65,75,65_75,3703,species70,6
65,75,65_75,3703,species64,8
65,75,65_75,3703,species78,6
65,75,65_75,3703,species46,9
65,75,65_75,3703,species150,4
65,75,65_75,3703,species391,5
65,75,65_75,3703,species303,10
65,75,65_75,3703,species172,1
65,75,65_75,3703,species227,11
65,75,65_75,3703,species291,8
65,75,65_75,3703,species374,3
65,75,65_75,3703,species129,6
65,75,65_75,3703,species59,8
65,75,65_75,3703,species295,3
65,75,65_75,3703,species159,8
65,75,65_75,3703,species331,9
65,75,65_75,3703,species371,6
65,75,65_75,3703,species166,10
68,32,68_32,1603,species322,7
68,32,68_32,1603,species248,4
68,32,68_32,1603,species237,1
68,32,68_32,1603,species374,10
68,32,68_32,1603,species295,8
68,32,68_32,1603,species331,10
68,32,68_32,1603,species371,9
62,47,62_47,2303,species143,8
62,47,62_47,2303,species115,1
62,47,62_47,2303,species390,5
62,47,62_47,2303,species298,2
62,47,62_47,2303,species226,7
62,47,62_47,2303,species3,4
62,47,62_47,2303,species368,9
62,47,62_47,2303,species249,11
62,47,62_47,2303,species172,7
62,47,62_47,2303,species52,4
62,47,62_47,2303,species59,4
62,47,62_47,2303,species331,11
62,47,62_47,2303,species371,6
62,47,62_47,2303,species166,1
12,90,12_90,4500,species49,8
12,90,12_90,4500,species159,11
12,90,12_90,4500,species166,8
12,90,12_90,4500,species371,1
84,57,84_57,2804,species160,8
84,57,84_57,2804,species15,9
84,57,84_57,2804,species237,8
84,57,84_57,2804,species159,4
84,57,84_57,2804,species371,10
84,57,84_57,2804,species166,8
56,94,56_94,4702,species61,6
56,94,56_94,4702,species371,3
56,94,56_94,4702,species331,8
56,94,56_94,4702,species166,10
56,94,56_94,4702,species52,9
56,94,56_94,4702,species227,10
56,94,56_94,4702,species368,1
52,72,52_72,3602,species295,10
52,72,52_72,3602,species371,2
52,72,52_72,3602,species166,2
52,72,52_72,3602,species227,9
52,72,52_72,3602,species288,9
52,72,52_72,3602,species237,6
52,72,52_72,3602,species59,6
52,72,52_72,3602,species129,3
52,72,52_72,3602,species308,4
22,74,22_74,3701,species166,7
22,74,22_74,3701,species308,2
22,74,22_74,3701,species153,11
22,74,22_74,3701,species328,6
22,74,22_74,3701,species295,2
22,74,22_74,3701,species331,10
22,74,22_74,3701,species374,6
22,74,22_74,3701,species129,6
22,74,22_74,3701,species368,8
22,74,22_74,3701,species371,10
12,28,12_28,1400,species153,9
12,28,12_28,1400,species302,10
12,28,12_28,1400,species303,9
12,28,12_28,1400,species291,9
12,28,12_28,1400,species129,1
12,28,12_28,1400,species331,7
12,28,12_28,1400,species371,9
12,28,12_28,1400,species166,1
12,28,12_28,1400,species159,10
44,31,44_31,1502,species29,10
44,31,44_31,1502,species164,1
44,31,44_31,1502,species295,9
44,31,44_31,1502,species371,8
44,31,44_31,1502,species166,7
44,31,44_31,1502,species308,4
44,31,44_31,1502,species374,9
44,31,44_31,1502,species159,5
44,31,44_31,1502,species303,11
44,31,44_31,1502,species266,8
44,31,44_31,1502,species237,7
44,31,44_31,1502,species324,10
89,15,89_15,704,species92,3
89,15,89_15,704,species324,4
89,15,89_15,704,species171,2
89,15,89_15,704,species3,11
89,15,89_15,704,species291,10
89,15,89_15,704,species371,8
89,15,89_15,704,species166,3
23,67,23_67,3301,species292,11
23,67,23_67,3301,species104,2
23,67,23_67,3301,species3,5
23,67,23_67,3301,species175,4
23,67,23_67,3301,species52,5
23,67,23_67,3301,species159,5
12,54,12_54,2700,species394,6
12,54,12_54,2700,species324,10
12,54,12_54,2700,species161,11
12,54,12_54,2700,species52,8
12,54,12_54,2700,species374,3
12,54,12_54,2700,species129,1
12,54,12_54,2700,species295,7
12,54,12_54,2700,species159,7
12,54,12_54,2700,species331,11
12,54,12_54,2700,species371,5
12,54,12_54,2700,species153,7
12,54,12_54,2700,species166,10
15,23,15_23,1100,species371,1
15,23,15_23,1100,species166,5
15,23,15_23,1100,species237,4
15,23,15_23,1100,species288,5
15,23,15_23,1100,species332,11
63,63,63_63,3103,species286,5
63,63,63_63,3103,species75,5
63,63,63_63,3103,species248,2
63,63,63_63,3103,species266,10
63,63,63_63,3103,species172,1
63,63,63_63,3103,species227,5
63,63,63_63,3103,species291,3
63,63,63_63,3103,species237,3
63,63,63_63,3103,species129,4
63,63,63_63,3103,species59,5
63,63,63_63,3103,species295,5
63,63,63_63,3103,species159,10
63,63,63_63,3103,species331,6
63,63,63_63,3103,species371,6
63,63,63_63,3103,species166,1
45,23,45_23,1102,species298,6
45,23,45_23,1102,species368,10
45,23,45_23,1102,species49,6
45,23,45_23,1102,species164,4
45,23,45_23,1102,species52,11
45,23,45_23,1102,species291,1
45,23,45_23,1102,species159,7
45,23,45_23,1102,species331,8
45,23,45_23,1102,species166,2
45,23,45_23,1102,species374,10
45,23,45_23,1102,species237,9
55,8,55_8,402,species368,6
55,8,55_8,402,species159,11
55,8,55_8,402,species371,3
55,8,55_8,402,species166,9
55,8,55_8,402,species129,8
57,47,57_47,2302,species5,4
57,47,57_47,2302,species295,7
57,47,57_47,2302,species166,11
57,47,57_47,2302,species371,10
57,47,57_47,2302,species288,10
57,47,57_47,2302,species331,4
57,47,57_47,2302,species164,3
57,47,57_47,2302,species374,4
57,47,57_47,2302,species159,3
69,54,69_54,2703,species99,1
69,54,69_54,2703,species92,4
69,54,69_54,2703,species308,5
69,54,69_54,2703,species295,2
69,54,69_54,2703,species331,4
69,54,69_54,2703,species371,5
69,54,69_54,2703,species166,6
79,84,79_84,4203,species266,1
79,84,79_84,4203,species49,8
79,84,79_84,4203,species166,1
79,84,79_84,4203,species150,4
79,84,79_84,4203,species161,6
79,84,79_84,4203,species255,10
79,84,79_84,4203,species303,3
82,92,82_92,4604,species342,3
82,92,82_92,4604,species90,3
82,92,82_92,4604,species99,6
82,92,82_92,4604,species92,8
82,92,82_92,4604,species47,1
82,92,82_92,4604,species290,11
82,92,82_92,4604,species343,7
82,92,82_92,4604,species251,2
82,92,82_92,4604,species81,5
82,92,82_92,4604,species298,5
82,92,82_92,4604,species228,1
82,92,82_92,4604,species248,6
82,92,82_92,4604,species119,6
82,92,82_92,4604,species161,9
82,92,82_92,4604,species266,6
82,92,82_92,4604,species368,10
82,92,82_92,4604,species49,1
82,92,82_92,4604,species308,11
82,92,82_92,4604,species164,1
82,92,82_92,4604,species172,5
82,92,82_92,4604,species52,3
82,92,82_92,4604,species227,2
82,92,82_92,4604,species237,10
82,92,82_92,4604,species374,2
82,92,82_92,4604,species129,1
82,92,82_92,4604,species59,3
82,92,82_92,4604,species295,10
82,92,82_92,4604,species159,4
82,92,82_92,4604,species331,1
82,92,82_92,4604,species166,4
77,46,77_46,2303,species280,6
77,46,77_46,2303,species227,11
77,46,77_46,2303,species59,7
77,46,77_46,2303,species371,4
77,46,77_46,2303,species166,6
77,46,77_46,2303,species52,5
63,9,63_9,403,species260,9
63,9,63_9,403,species287,11
63,9,63_9,403,species3,11
63,9,63_9,403,species303,5
63,9,63_9,403,species172,11
63,9,63_9,403,species227,5
63,9,63_9,403,species59,7
63,9,63_9,403,species166,4
63,9,63_9,403,species371,4
63,9,63_9,403,species374,6
74,25,74_25,1203,species166,4
74,25,74_25,1203,species287,8
74,25,74_25,1203,species172,8
74,25,74_25,1203,species237,7
74,25,74_25,1203,species276,10
74,25,74_25,1203,species227,4
74,25,74_25,1203,species159,4
74,25,74_25,1203,species331,1
74,25,74_25,1203,species371,11
14,82,14_82,4100,species295,6
14,82,14_82,4100,species5,3
14,82,14_82,4100,species331,1
14,82,14_82,4100,species371,4
14,82,14_82,4100,species303,9
14,82,14_82,4100,species166,5
83,22,83_22,1104,species126,9
83,22,83_22,1104,species5,11
83,22,83_22,1104,species393,1
83,22,83_22,1104,species228,11
83,22,83_22,1104,species11,5
83,22,83_22,1104,species248,8
83,22,83_22,1104,species266,6
83,22,83_22,1104,species368,10
83,22,83_22,1104,species49,9
83,22,83_22,1104,species52,9
83,22,83_22,1104,species374,2
83,22,83_22,1104,species59,11
83,22,83_22,1104,species295,7
83,22,83_22,1104,species159,9
83,22,83_22,1104,species166,10
74,83,74_83,4103,species390,10
74,83,74_83,4103,species49,2
74,83,74_83,4103,species130,1
74,83,74_83,4103,species249,4
74,83,74_83,4103,species371,6
74,83,74_83,4103,species166,10
74,83,74_83,4103,species129,10
87,28,87_28,1404,species9,2
87,28,87_28,1404,species49,3
87,28,87_28,1404,species291,11
20,43,20_43,2101,species288,11
20,43,20_43,2101,species331,6
20,43,20_43,2101,species59,8
20,43,20_43,2101,species260,9
20,43,20_43,2101,species371,6
20,43,20_43,2101,species159,5
20,43,20_43,2101,species166,11
20,43,20_43,2101,species79,9
6,79,6_79,3900,species308,11
6,79,6_79,3900,species303,4
6,79,6_79,3900,species129,3
6,79,6_79,3900,species59,9
6,79,6_79,3900,species159,5
6,79,6_79,3900,species371,8
6,79,6_79,3900,species166,4
6,79,6_79,3900,species172,7
12,73,12_73,3600,species370,9
12,73,12_73,3600,species226,4
12,73,12_73,3600,species52,3
12,73,12_73,3600,species227,3
12,73,12_73,3600,species166,5
12,73,12_73,3600,species59,10
92,65,92_65,3204,species249,6
92,65,92_65,3204,species172,10
92,65,92_65,3204,species159,10
92,65,92_65,3204,species237,9
92,65,92_65,3204,species227,7
92,65,92_65,3204,species59,9
92,65,92_65,3204,species166,2
92,65,92_65,3204,species298,7
88,46,88_46,2304,species349,6
88,46,88_46,2304,species126,7
88,46,88_46,2304,species290,11
88,46,88_46,2304,species397,7
88,46,88_46,2304,species367,11
88,46,88_46,2304,species298,11
88,46,88_46,2304,species226,10
88,46,88_46,2304,species119,6
88,46,88_46,2304,species287,9
88,46,88_46,2304,species3,10
88,46,88_46,2304,species266,10
88,46,88_46,2304,species308,7
88,46,88_46,2304,species164,11
88,46,88_46,2304,species288,5
88,46,88_46,2304,species129,8
88,46,88_46,2304,species59,7
88,46,88_46,2304,species159,3
88,46,88_46,2304,species371,4
88,46,88_46,2304,species166,4
44,15,44_15,702,species310,6
44,15,44_15,702,species160,5
44,15,44_15,702,species291,11
44,15,44_15,702,species129,8
92,7,92_7,304,species298,4
92,7,92_7,304,species3,7
92,7,92_7,304,species303,3
92,7,92_7,304,species164,8
92,7,92_7,304,species129,9
92,7,92_7,304,species59,2
61,30,61_30,1503,species166,2
61,30,61_30,1503,species171,8
61,30,61_30,1503,species237,2
61,30,61_30,1503,species159,10
61,30,61_30,1503,species227,3
61,30,61_30,1503,species371,4
61,30,61_30,1503,species331,1
61,30,61_30,1503,species249,9
61,30,61_30,1503,species374,7
61,30,61_30,1503,species164,3
61,30,61_30,1503,species119,8
27,72,27_72,3601,species367,8
27,72,27_72,3601,species150,8
27,72,27_72,3601,species171,10
27,72,27_72,3601,species119,11
27,72,27_72,3601,species368,1
27,72,27_72,3601,species391,7
27,72,27_72,3601,species52,1
27,72,27_72,3601,species227,8
27,72,27_72,3601,species59,11
27,72,27_72,3601,species371,6
27,72,27_72,3601,species166,3
26,68,26_68,3401,species59,8
26,68,26_68,3401,species371,11
26,68,26_68,3401,species166,1
26,68,26_68,3401,species266,5
26,68,26_68,3401,species248,4
26,68,26_68,3401,species295,4
26,68,26_68,3401,species79,1
79,48,79_48,2403,species59,5
79,48,79_48,2403,species371,5
79,48,79_48,2403,species130,8
79,48,79_48,2403,species129,11
55,3,55_3,102,species333,2
55,3,55_3,102,species227,10
55,3,55_3,102,species374,6
55,3,55_3,102,species331,3
55,3,55_3,102,species371,4
55,3,55_3,102,species166,11
7,21,7_21,1000,species249,6
7,21,7_21,1000,species166,11
7,21,7_21,1000,species288,3
7,21,7_21,1000,species371,1
89,5,89_5,204,species288,11
89,5,89_5,204,species52,9
89,5,89_5,204,species374,7
89,5,89_5,204,species249,3
89,5,89_5,204,species166,11
89,5,89_5,204,species291,4
89,5,89_5,204,species59,4
59,24,59_24,1202,species295,5
59,24,59_24,1202,species288,1
59,24,59_24,1202,species166,11
59,24,59_24,1202,species237,3
59,24,59_24,1202,species11,5
59,24,59_24,1202,species387,9
59,24,59_24,1202,species248,11
59,24,59_24,1202,species159,10
59,24,59_24,1202,species230,9
59,24,59_24,1202,species308,4
59,24,59_24,1202,species276,6
86,5,86_5,204,species251,5
86,5,86_5,204,species266,6
86,5,86_5,204,species391,5
86,5,86_5,204,species172,7
86,5,86_5,204,species237,4
86,5,86_5,204,species374,4
86,5,86_5,204,species295,10
84,32,84_32,1604,species231,2
84,32,84_32,1604,species159,11
99,59,99_59,2904,species153,8
99,59,99_59,2904,species175,4
99,59,99_59,2904,species291,1
99,59,99_59,2904,species295,11
99,59,99_59,2904,species331,2
99,59,99_59,2904,species371,4
99,59,99_59,2904,species166,8
99,59,99_59,2904,species159,3
44,75,44_75,3702,species251,1
44,75,44_75,3702,species390,9
44,75,44_75,3702,species393,4
44,75,44_75,3702,species81,7
44,75,44_75,3702,species11,7
44,75,44_75,3702,species161,10
44,75,44_75,3702,species303,3
44,75,44_75,3702,species291,9
44,75,44_75,3702,species237,6
44,75,44_75,3702,species374,10
44,75,44_75,3702,species129,2
44,75,44_75,3702,species59,5
44,75,44_75,3702,species166,1
13,85,13_85,4200,species5,1
13,85,13_85,4200,species228,3
13,85,13_85,4200,species226,10
13,85,13_85,4200,species3,8
13,85,13_85,4200,species291,4
13,85,13_85,4200,species374,11
13,85,13_85,4200,species371,3
13,85,13_85,4200,species166,6
87,58,87_58,2904,species237,9
87,58,87_58,2904,species59,7
87,58,87_58,2904,species371,1
87,58,87_58,2904,species166,11
87,58,87_58,2904,species227,11
87,58,87_58,2904,species228,8
45,8,45_8,402,species172,3
45,8,45_8,402,species166,10
45,8,45_8,402,species161,7
45,8,45_8,402,species371,8
45,8,45_8,402,species331,8
78,0,78_0,3,species264,1
78,0,78_0,3,species313,4
78,0,78_0,3,species367,4
78,0,78_0,3,species308,1
78,0,78_0,3,species249,6
78,0,78_0,3,species164,4
78,0,78_0,3,species52,8
78,0,78_0,3,species371,2
78,0,78_0,3,species166,7
91,53,91_53,2604,species374,6
91,53,91_53,2604,species371,5
91,53,91_53,2604,species59,3
91,53,91_53,2604,species166,11
91,53,91_53,2604,species367,1
91,53,91_53,2604,species172,2
91,53,91_53,2604,species237,7
92,86,92_86,4304,species166,11
92,86,92_86,4304,species3,3
92,86,92_86,4304,species130,9
92,86,92_86,4304,species331,8
92,86,92_86,4304,species298,11
92,86,92_86,4304,species295,7
92,86,92_86,4304,species374,11
92,86,92_86,4304,species129,5
92,86,92_86,4304,species371,4
95,26,95_26,1304,species302,4
95,26,95_26,1304,species374,6
95,26,95_26,1304,species166,1
95,26,95_26,1304,species159,2
95,26,95_26,1304,species288,8
95,26,95_26,1304,species237,8
95,26,95_26,1304,species371,7
37,40,37_40,2001,species5,9
37,40,37_40,2001,species81,4
37,40,37_40,2001,species308,1
37,40,37_40,2001,species129,11
37,40,37_40,2001,species59,5
37,40,37_40,2001,species331,9
37,40,37_40,2001,species295,4
37,40,37_40,2001,species371,7
37,40,37_40,2001,species175,6
37,40,37_40,2001,species130,4
51,49,51_49,2402,species322,3
51,49,51_49,2402,species69,3
51,49,51_49,2402,species343,1
51,49,51_49,2402,species150,5
51,49,51_49,2402,species11,8
51,49,51_49,2402,species172,11
51,49,51_49,2402,species291,2
51,49,51_49,2402,species237,1
51,49,51_49,2402,species59,8
51,49,51_49,2402,species295,6
51,49,51_49,2402,species166,6
89,39,89_39,1904,species251,10
89,39,89_39,1904,species119,11
89,39,89_39,1904,species249,9
89,39,89_39,1904,species291,7
89,39,89_39,1904,species129,8
89,39,89_39,1904,species159,1
89,39,89_39,1904,species331,7
16,37,16_37,1800,species371,6
16,37,16_37,1800,species227,9
16,37,16_37,1800,species166,7
16,37,16_37,1800,species288,6
16,37,16_37,1800,species331,4
16,37,16_37,1800,species161,7
16,37,16_37,1800,species308,9
15,12,15_12,600,species61,9
15,12,15_12,600,species367,4
15,12,15_12,600,species159,4
15,12,15_12,600,species129,1
15,12,15_12,600,species371,1
15,12,15_12,600,species166,4
15,12,15_12,600,species59,10
15,12,15_12,600,species291,6
15,12,15_12,600,species227,8
11,92,11_92,4600,species343,8
11,92,11_92,4600,species333,7
11,92,11_92,4600,species331,9
11,92,11_92,4600,species371,6
11,92,11_92,4600,species166,11
69,14,69_14,703,species308,5
69,14,69_14,703,species303,4
69,14,69_14,703,species166,1
69,14,69_14,703,species291,11
69,14,69_14,703,species371,7
69,14,69_14,703,species295,3
38,83,38_83,4101,species131,4
38,83,38_83,4101,species129,8
38,83,38_83,4101,species371,7
38,83,38_83,4101,species49,8
38,83,38_83,4101,species374,2
38,83,38_83,4101,species166,8
77,88,77_88,4403,species368,4
77,88,77_88,4403,species166,7
77,88,77_88,4403,species371,10
77,88,77_88,4403,species159,5
77,88,77_88,4403,species227,1
2,12,2_12,600,species289,2
2,12,2_12,600,species371,3
2,12,2_12,600,species166,11
2,12,2_12,600,species308,3
51,86,51_86,4302,species230,1
51,86,51_86,4302,species49,10
51,86,51_86,4302,species303,4
51,86,51_86,4302,species227,8
51,86,51_86,4302,species129,2
51,86,51_86,4302,species371,2
51,86,51_86,4302,species166,2
39,42,39_42,2101,species81,4
39,42,39_42,2101,species228,6
39,42,39_42,2101,species328,4
39,42,39_42,2101,species230,11
39,42,39_42,2101,species171,8
39,42,39_42,2101,species302,9
39,42,39_42,2101,species172,2
39,42,39_42,2101,species52,11
39,42,39_42,2101,species374,7
39,42,39_42,2101,species371,6
39,42,39_42,2101,species166,11
4,6,4_6,300,species359,10
4,6,4_6,300,species276,5
4,6,4_6,300,species397,11
4,6,4_6,300,species390,9
4,6,4_6,300,species228,9
4,6,4_6,300,species328,11
4,6,4_6,300,species150,9
4,6,4_6,300,species248,8
4,6,4_6,300,species302,4
4,6,4_6,300,species161,2
4,6,4_6,300,species130,4
4,6,4_6,300,species164,9
4,6,4_6,300,species172,11
4,6,4_6,300,species288,1
4,6,4_6,300,species52,6
4,6,4_6,300,species291,8
4,6,4_6,300,species371,3
43,56,43_56,2802,species226,8
43,56,43_56,2802,species46,8
43,56,43_56,2802,species166,6
43,56,43_56,2802,species172,2
43,56,43_56,2802,species371,4
43,56,43_56,2802,species331,5
43,56,43_56,2802,species159,1
43,56,43_56,2802,species59,10
43,56,43_56,2802,species175,5
43,56,43_56,2802,species260,11
43,56,43_56,2802,species49,5
43,56,43_56,2802,species374,7
95,81,95_81,4004,species249,1
95,81,95_81,4004,species52,10
95,81,95_81,4004,species159,8
95,81,95_81,4004,species166,8
95,81,95_81,4004,species171,9
95,81,95_81,4004,species153,5
95,81,95_81,4004,species371,3
95,81,95_81,4004,species237,7
98,62,98_62,3104,species122,10
98,62,98_62,3104,species99,5
98,62,98_62,3104,species343,7
98,62,98_62,3104,species397,3
98,62,98_62,3104,species393,5
98,62,98_62,3104,species328,9
98,62,98_62,3104,species230,5
98,62,98_62,3104,species260,4
98,62,98_62,3104,species295,3
98,62,98_62,3104,species159,10
98,62,98_62,3104,species331,7
98,62,98_62,3104,species371,7
98,62,98_62,3104,species166,10
0,6,0_6,300,species78,8
0,6,0_6,300,species226,4
0,6,0_6,300,species391,6
0,6,0_6,300,species49,8
0,6,0_6,300,species249,6
0,6,0_6,300,species288,5
0,6,0_6,300,species291,2
0,6,0_6,300,species374,6
0,6,0_6,300,species59,1
0,6,0_6,300,species295,9
0,6,0_6,300,species331,8
0,6,0_6,300,species371,7
0,6,0_6,300,species166,2
80,81,80_81,4004,species161,6
80,81,80_81,4004,species164,4
